O*NET-SOC Code;Title;Example;Commodity Code;Commodity Title
11-9013.01;Nursery and Greenhouse Managers;Trickle irrigators;21101511;Irrigation trickles
11-9013.02;Farm and Ranch Managers;Adjustable widemouth pliers;27112107;Adjustable widemouth pliers
11-9013.02;Farm and Ranch Managers;Animal blood collection syringes;42121507;Veterinary injection or suction units or accessories
11-9013.02;Farm and Ranch Managers;Animal feeders;21101902;Animal husbandry equipment
11-9013.02;Farm and Ranch Managers;Animal transportation trailers;25181703;Livestock trailers
11-9013.02;Farm and Ranch Managers;Animal vaccination syringes;42121507;Veterinary injection or suction units or accessories
11-9013.02;Farm and Ranch Managers;Artificial insemination kits;21101902;Animal husbandry equipment
11-9013.02;Farm and Ranch Managers;Backhoes;22101509;Backhoes
11-9013.02;Farm and Ranch Managers;Belt conveyor systems;24101712;Belt conveyors
11-9013.02;Farm and Ranch Managers;Branding equipment;21101905;Livestock identification equipment
11-9013.02;Farm and Ranch Managers;Brush mowers;21101701;Mowers
11-9013.02;Farm and Ranch Managers;Chain saws;27112709;Power saws
11-9013.02;Farm and Ranch Managers;Circular saws;27112709;Power saws
11-9013.02;Farm and Ranch Managers;Claw hammers;27111618;Claw hammer
11-9013.02;Farm and Ranch Managers;Corn pickers;21101703;Harvesters
11-9013.02;Farm and Ranch Managers;Desktop computers;43211507;Desktop computers
11-9013.02;Farm and Ranch Managers;Dump trucks;25101601;Dump trucks
11-9013.02;Farm and Ranch Managers;Egg gathering equipment;21101906;Egg inspection or collecting equipment
11-9013.02;Farm and Ranch Managers;Extension ladders;30191501;Ladders
11-9013.02;Farm and Ranch Managers;Farm tractors;25101901;Agricultural tractors
11-9013.02;Farm and Ranch Managers;Farm trucks;25101507;Light trucks or sport utility vehicles
11-9013.02;Farm and Ranch Managers;Field cultivators;21101503;Cultivators
11-9013.02;Farm and Ranch Managers;Field watering systems;21101512;Irrigation overheads
11-9013.02;Farm and Ranch Managers;Four wheel drive 4WD trucks;25101507;Light trucks or sport utility vehicles
11-9013.02;Farm and Ranch Managers;Garden hoes;27112008;Hoes
11-9013.02;Farm and Ranch Managers;Gardening shovels;27112004;Shovels
11-9013.02;Farm and Ranch Managers;Global positioning system GPS receivers;52161518;Global positioning system GPS receiver
11-9013.02;Farm and Ranch Managers;Grain combines;21101704;Combine harvesters
11-9013.02;Farm and Ranch Managers;Grain drills;21101604;Seed drills
11-9013.02;Farm and Ranch Managers;Grain dryers;23201202;Air dryers
11-9013.02;Farm and Ranch Managers;Grain scales;41111509;Floor or platform scales
11-9013.02;Farm and Ranch Managers;Grease guns;27112901;Grease guns
11-9013.02;Farm and Ranch Managers;Handheld computers;43211715;Portable data input terminals
11-9013.02;Farm and Ranch Managers;Hay balers;21101702;Haymaking machinery
11-9013.02;Farm and Ranch Managers;Hay mowing machines;21101702;Haymaking machinery
11-9013.02;Farm and Ranch Managers;Hay trucks;25101611;Cargo trucks
11-9013.02;Farm and Ranch Managers;Laptop computers;43211503;Notebook computers
11-9013.02;Farm and Ranch Managers;Lawn mowers;27112014;Lawnmowers
11-9013.02;Farm and Ranch Managers;Livestock castration equipment;42121513;Veterinary castration instruments
11-9013.02;Farm and Ranch Managers;Manure spreaders;21101804;Fertilizer spreaders or distributors
11-9013.02;Farm and Ranch Managers;Milking equipment;21101901;Milking machines
11-9013.02;Farm and Ranch Managers;Mowing equipment;21101701;Mowers
11-9013.02;Farm and Ranch Managers;Oil dispensing cans;27112905;Oil can
11-9013.02;Farm and Ranch Managers;Personal computers;43211508;Personal computers
11-9013.02;Farm and Ranch Managers;Portable welding equipment;23271406;Spot welding machine
11-9013.02;Farm and Ranch Managers;Poultry incubators;21101903;Incubators or brooders for poultry
11-9013.02;Farm and Ranch Managers;Snow blowers;22101531;Snow blowers
11-9013.02;Farm and Ranch Managers;Snowplow attachments;22101710;Snowplow attachments
11-9013.02;Farm and Ranch Managers;Spray attachments;21101801;Sprayers
11-9013.02;Farm and Ranch Managers;Tablet computers;43211509;Tablet computers
11-9013.02;Farm and Ranch Managers;Weedeaters;21101504;Weeders
11-9013.03;Aquacultural Managers;Adjustable hand wrenches;27111707;Adjustable wrenches
11-9013.03;Aquacultural Managers;Aeration pumps;40151501;Air pumps
11-9013.03;Aquacultural Managers;Air compression equipment;40151601;Air compressors
11-9013.03;Aquacultural Managers;Aquaculture tanks;21111601;Marine hatchery equipment
11-9013.03;Aquacultural Managers;Biological filters;40161808;Biological filter media
11-9013.03;Aquacultural Managers;Cage nets;21111601;Marine hatchery equipment
11-9013.03;Aquacultural Managers;Centrifugal water pumps;40151503;Centrifugal pumps
11-9013.03;Aquacultural Managers;Claw hammers;27111618;Claw hammer
11-9013.03;Aquacultural Managers;Clockwork belt feeders;21111601;Marine hatchery equipment
11-9013.03;Aquacultural Managers;Cordless power drills;27112703;Power drills
11-9013.03;Aquacultural Managers;Digital flowmeters;41112501;Flowmeters
11-9013.03;Aquacultural Managers;Dip nets;21111504;Commercial fishing nets
11-9013.03;Aquacultural Managers;Fish collection nets;21111601;Marine hatchery equipment
11-9013.03;Aquacultural Managers;Fish counters;41111902;Electronic counters
11-9013.03;Aquacultural Managers;Fish crowders;21111601;Marine hatchery equipment
11-9013.03;Aquacultural Managers;Fish egg counters;21111601;Marine hatchery equipment
11-9013.03;Aquacultural Managers;Fish egg sorters;21111601;Marine hatchery equipment
11-9013.03;Aquacultural Managers;Fish feeders;21111601;Marine hatchery equipment
11-9013.03;Aquacultural Managers;Fish graders;21111601;Marine hatchery equipment
11-9013.03;Aquacultural Managers;Fish holding pens;10131601;Cages or its accessories
11-9013.03;Aquacultural Managers;Fish incubators;21111601;Marine hatchery equipment
11-9013.03;Aquacultural Managers;Fish transfer pumps;21111601;Marine hatchery equipment
11-9013.03;Aquacultural Managers;Fish traps;21111601;Marine hatchery equipment
11-9013.03;Aquacultural Managers;Fry nets;21111504;Commercial fishing nets
11-9013.03;Aquacultural Managers;Gas-powered generators;26111604;Gas generators
11-9013.03;Aquacultural Managers;Hacksaws;27111559;Hacksaw
11-9013.03;Aquacultural Managers;Handheld dissolved oxygen meters;41115611;Dissolved oxygen meters
11-9013.03;Aquacultural Managers;Laptop computers;43211503;Notebook computers
11-9013.03;Aquacultural Managers;Layout squares;27111803;Squares
11-9013.03;Aquacultural Managers;Multipurpose pliers;27112107;Adjustable widemouth pliers
11-9013.03;Aquacultural Managers;Multipurpose tractors;25101901;Agricultural tractors
11-9013.03;Aquacultural Managers;Ozone generators;47101541;Ozone water treatment equipment
11-9013.03;Aquacultural Managers;Personal computers;43211508;Personal computers
11-9013.03;Aquacultural Managers;pH probes;41115603;pH meters
11-9013.03;Aquacultural Managers;Phillips screwdrivers;27111701;Screwdrivers
11-9013.03;Aquacultural Managers;Pipe wrenches;27111749;Pipe wrench or stillson wrench
11-9013.03;Aquacultural Managers;Portable power saws;27112709;Power saws
11-9013.03;Aquacultural Managers;Power mowers;27112014;Lawnmowers
11-9013.03;Aquacultural Managers;Power nail guns;27112716;Power nail guns
11-9013.03;Aquacultural Managers;Power nail pullers;27131528;Pneumatic nail puller
11-9013.03;Aquacultural Managers;Propane torches;23271702;Blow torch
11-9013.03;Aquacultural Managers;Round metal files;27111930;Round file
11-9013.03;Aquacultural Managers;Safety gloves;46181504;Protective gloves
11-9013.03;Aquacultural Managers;Screen filters;40161502;Water filters
11-9013.03;Aquacultural Managers;Seine reels;21111502;Commercial fishing reels
11-9013.03;Aquacultural Managers;Straight screwdrivers;27111701;Screwdrivers
11-9013.03;Aquacultural Managers;Tanker trucks;25101610;Water trucks
11-9013.03;Aquacultural Managers;Temperature monitors;41112509;Air velocity and temperature monitors
11-9013.03;Aquacultural Managers;Tongue and groove pliers;27112112;Tongue and groove pliers
11-9013.03;Aquacultural Managers;Tubing cutters;23241610;Pipe or tube cutter
11-9013.03;Aquacultural Managers;Turbine water pumps;40151526;Turbine pumps
11-9013.03;Aquacultural Managers;Ultraviolet light UV water disinfection systems;47101517;Ultraviolet disinfection equipment
11-9013.03;Aquacultural Managers;Utility forklifts;24101603;Forklifts
11-9013.03;Aquacultural Managers;Utility knives;27111503;Utility knives
11-9013.03;Aquacultural Managers;Water filters;40161502;Water filters
11-9013.03;Aquacultural Managers;Water level monitors;41112504;Water meters
11-9013.03;Aquacultural Managers;Water test kits;41113319;Water analyzers
11-9013.03;Aquacultural Managers;Woodworking chisels;27111906;Wood chisels
11-9021.00;Construction Managers;DroneDeploy;25201604;Aircraft guidance systems
11-9021.00;Construction Managers;Fixed wing unmanned aerial vehicles UAV;25131801;Airships
11-9021.00;Construction Managers;Gas detection sensors;46171613;Gas detectors
11-9021.00;Construction Managers;Laptop computers;43211503;Notebook computers
11-9021.00;Construction Managers;Large-format scanners;43211711;Scanners
11-9021.00;Construction Managers;Laser imaging detection and ranging LIDAR systems;41115201;Radarbased surveillance systems
11-9021.00;Construction Managers;Lasers;41115307;Lasers
11-9021.00;Construction Managers;Levels;27111802;Levels
11-9021.00;Construction Managers;Multi-rotor unmanned aerial vehicles UAV;25131801;Airships
11-9021.00;Construction Managers;Personal computers;43211508;Personal computers
11-9021.00;Construction Managers;Pocket personal computers PC;43211508;Personal computers
11-9021.00;Construction Managers;RGB cameras;45121504;Digital cameras
11-9021.00;Construction Managers;Thermal imaging cameras;45121522;Infrared camera
11-9021.00;Construction Managers;Transit levels;41111938;Level sensors or transmitters
11-9031.00;Education Administrators, Preschool and Childcare Center/Program;Compact digital cameras;45121504;Digital cameras
11-9031.00;Education Administrators, Preschool and Childcare Center/Program;Computer laser printers;43212105;Laser printers
11-9031.00;Education Administrators, Preschool and Childcare Center/Program;Desktop computers;43211507;Desktop computers
11-9031.00;Education Administrators, Preschool and Childcare Center/Program;Emergency first aid kits;42172001;Emergency medical services first aid kits
11-9031.00;Education Administrators, Preschool and Childcare Center/Program;Laptop computers;43211503;Notebook computers
11-9031.00;Education Administrators, Preschool and Childcare Center/Program;Laser facsimile machines;44101508;Laser fax machine
11-9031.00;Education Administrators, Preschool and Childcare Center/Program;Multi-line telephone systems;43191507;Special purpose telephones
11-9031.00;Education Administrators, Preschool and Childcare Center/Program;Personal computers;43211508;Personal computers
11-9032.00;Education Administrators, Elementary and Secondary School;Desktop computers;43211507;Desktop computers
11-9032.00;Education Administrators, Elementary and Secondary School;Digital projectors;45111614;Liquid crystal display projector
11-9032.00;Education Administrators, Elementary and Secondary School;Fire alarm systems;46171604;Alarm systems
11-9032.00;Education Administrators, Elementary and Secondary School;Interactive whiteboards;43211903;Touch screen monitors
11-9032.00;Education Administrators, Elementary and Secondary School;Laptop computers;43211503;Notebook computers
